id,question,answer,description,category_id,difficulty_id,expected_output
190,"以下のコードを実行すると、出力される値は？
但し、sample.txt は、存在しているものとする。

import os
os.remove(""sample.txt"")
print(""ファイル削除完了"")

1️⃣ ""sample.txt"" が削除され、""ファイル削除完了"" と表示される
2️⃣ ""sample.txt"" は削除されるが、エラーが発生する
3️⃣ 何も起こらない
4️⃣ ""sample.txt"" が存在しない場合、エラーが発生する","1️⃣ ""sample.txt"" が削除され、""ファイル削除完了"" と表示される","🔹 os.remove() はファイルを削除する関数！
os.remove(""ファイル名"") を使うと、指定したファイルを削除できます。
しかし、削除しようとしたファイルが存在しない場合、FileNotFoundError が発生します！

🔹 コードの流れ
import os
os.remove(""sample.txt"")  # ""sample.txt"" を削除
print(""ファイル削除完了"")  # 削除成功後に表示

✅ このコードは sample.txt が存在する場合は、ファイルを削除して ""ファイル削除完了"" と表示される！

❌ しかし、sample.txt が存在しない場合、FileNotFoundError が発生！

🔹 エラー発生時の出力
FileNotFoundError: [Errno 2] No such file or directory: 'sample.txt'

📌 ポイント
✔ os.remove(""ファイル名"") を使うと、指定したファイルを削除できる！
✔ ファイルが存在しないと FileNotFoundError が発生する！
✔ エラーを防ぐには、ファイルの存在を事前に確認する！

📌 ファイルが存在するか確認してから削除する方法
import os

if os.path.exists(""sample.txt""):
    os.remove(""sample.txt"")  # ファイルを削除
    print(""ファイル削除完了"")
else:
    print(""ファイルが存在しません"")

✅ これなら、ファイルがない場合でもエラーを回避できる！

📌 ディレクトリ（フォルダ）を削除する場合
os.rmdir(""sample_folder"")  # 空のフォルダを削除（中身があるとエラー）

📌 フォルダごと削除する場合（中身があっても削除）
import shutil
shutil.rmtree(""sample_folder"")  # フォルダとその中身をすべて削除

✅ フォルダを削除するときは shutil.rmtree() を使う！

",6,1,
191,"以下のコードを実行すると、出力される値は？
但し、sample.txt は、存在していないものとする。

import os
os.remove(""sample.txt"")
print(""ファイル削除完了"")

1️⃣ ""sample.txt"" が削除され、""ファイル削除完了"" と表示される
2️⃣ ""sample.txt"" は削除されるが、エラーが発生する
3️⃣ 何も起こらない
4️⃣ ""sample.txt"" が存在しない場合、エラーが発生する","4️⃣ ""sample.txt"" が存在しない場合、エラーが発生する","🔹 os.remove() はファイルを削除する関数！
os.remove(""ファイル名"") を使うと、指定したファイルを削除できます。
❌しかし、削除しようとしたファイルが存在しない場合、FileNotFoundError が発生します！",6,1,
192,"以下のコードを実行すると、出力される値は？
※ test.txt が存在しており、複数行のデータが含まれている とする。

with open(""test.txt"", ""r"") as file:
    for line in file:
        print(line, end="""")

1️⃣ test.txt の各行が改行ありで出力される
2️⃣ test.txt の各行が改行なしで出力される
3️⃣ test.txt の最初の1行だけが出力される
4️⃣ Error（エラーが発生する）","2️⃣ test.txt の各行が改行なしで出力される","🔹 for line in file: を使うと、ファイルを 1行ずつループしながら読み込む！
🔹 ファイルの各行にはすでに \n（改行）が含まれているので、print(line) だと二重改行になる！
🔹 しかし、print(line, end="""") を使うと print() のデフォルトの改行を防ぎ、行の末尾がそのまま出力される！

🔹 コードの流れ
with open(""test.txt"", ""r"") as file:
    for line in file:  # ファイルを1行ずつ読み込む
        print(line, end="""")  # `end=""""` でprintのデフォルト改行を防ぐ
✅ print(line, end="""") を使うことで、改行が追加されず、ファイル内の改行 (\n) だけが適用される！

🔹 ファイル (test.txt) の内容
Hello, World!
Python is fun!

🔹 出力
Hello, World!
Python is fun!
✅ 改行ありで出力されるが、余計な空行は発生しない！

📌 ポイント
✔ for line in file: は、ファイルを 1行ずつループしながら読み込む！
✔ print(line, end="""") を使うと、余計な改行を防げる！（通常 print() はデフォルトで改行する）
✔ ファイルの \n（改行文字）はそのままなので、改行は維持される！

📌 もし print(line) にすると？
with open(""test.txt"", ""r"") as file:
    for line in file:
        print(line)  # ここで改行が二重になる！
✅ print() はデフォルトで改行を入れるので、ファイルの改行と二重になり、間に空行ができる！

",6,2,
193,"以下のコードを実行すると、出力される値は？
※ test.txt の内容は ""Hello, Python!"" であるとする。

with open(""test.txt"", ""r"") as file:
    content = file.read(5)
print(content)

1️⃣ ""Hello""
2️⃣ ""Hello, Python!""
3️⃣ ""Hello,""
4️⃣ Error（エラーが発生する）","1️⃣ ""Hello""","🔹 read(n) メソッドとは？
read(n) を使うと、ファイルから指定した n 文字だけを読み込む ことができます！
✅ read(5) なら、最初の 5 文字 ""Hello"" を取得！

🔹 コードの流れ
with open(""test.txt"", ""r"") as file:
    content = file.read(5)  # 最初の5文字を読み込む
print(content)

✅ test.txt の内容が ""Hello, Python!"" の場合、最初の5文字は ""Hello"" なので、それが出力される！

📌 ポイント
✔ read(n) は、ファイルから n 文字だけを読み込む！（n 文字以上あっても、それ以上は読まない！）
✔ 改行 (\n) も1文字としてカウントされるので注意！
✔ read() に引数を渡さない場合、ファイル全体を読み込む！

📌 read() を引数なしで使うと？
with open(""test.txt"", ""r"") as file:
    content = file.read()  # 全部読み込む
print(content)

✅ 出力
Hello, Python!

📌 さらに5文字ずつ読む方法
with open(""test.txt"", ""r"") as file:
    print(file.read(5))  # ""Hello""
    print(file.read(5))  # "", Pyt""
    print(file.read(5))  # ""hon!""

✅ read(n) を繰り返すと、少しずつデータを読み取れる！

",6,2,
194,"以下のコードを実行すると、出力される値は？
※ test.txt の内容は ""Python\nis\nawesome!"" であるとする。

with open(""test.txt"", ""r"") as file:
    lines = file.readlines()
print(lines)

1️⃣ [""Python"", ""is"", ""awesome!""]
2️⃣ [""Python\n"", ""is\n"", ""awesome!""]
3️⃣ ""Python\nis\nawesome!""
4️⃣ Error（エラーが発生する）"," 2️⃣ [""Python\n"", ""is\n"", ""awesome!""]","🔹 readlines() メソッドとは？
readlines() は、ファイルの各行を「リスト」として取得するメソッド です。
✅ 各行はリストの要素になり、改行 (\n) もそのまま含まれる！

🔹 コードの流れ

with open(""test.txt"", ""r"") as file:
    lines = file.readlines()  # 各行をリストとして取得
print(lines)

✅ test.txt の内容が ""Python\nis\nawesome!"" の場合、リストとして各行が取得される！

🔹 ファイル (test.txt) の内容
Python
is
awesome!

🔹 readlines() の出力
[""Python\n"", ""is\n"", ""awesome!""]

✅ 正解は 2️⃣ [""Python\n"", ""is\n"", ""awesome!""] 🎯

📌 ポイント
✔ readlines() は、ファイルの各行をリストで取得する！（改行 \n もそのまま含まれる！）
✔ リスト形式なので、lines[0] で最初の行、lines[1] で2行目を取得できる！
✔ strip() を使えば改行を削除できる！

📌 read() を使うと？
with open(""test.txt"", ""r"") as file:
    content = file.read()  # ファイル全体を1つの文字列として読み込む
print(content)
✅ 出力
Python
is
awesome!

❌ read() は1つの文字列として全体を取得する！（list ではない！）

📌 改行なしのリストを作るには？

with open(""test.txt"", ""r"") as file:
    lines = [line.strip() for line in file.readlines()]  # `strip()` で改行を削除
print(lines)

✅ 出力
[""Python"", ""is"", ""awesome!""]

✅ これなら 1️⃣ のように改行を削除したリストを作れる！

",6,2,
195,"以下のコードを実行すると、出力される値は？
※ test.txt の内容は ""Python\nis\nawesome!"" であるとする。

with open(""test.txt"", ""r"") as file:
    first_line = file.readline()
print(first_line)

1️⃣ ""Python""
2️⃣ ""Python\n""
3️⃣ [""Python\n""]
4️⃣ Error（エラーが発生する）","2️⃣ ""Python\n""","🔹 readline() メソッドとは？
readline() を使うと、ファイルの最初の1行だけを取得できる！
✅ 改行 (\n) もそのまま含まれるので注意！

🔹 コードの流れ
with open(""test.txt"", ""r"") as file:
    first_line = file.readline()  # 最初の1行を取得
print(first_line)
✅ test.txt の内容が ""Python\nis\nawesome!"" の場合、最初の1行 ""Python\n"" が取得される！

🔹 ファイル (test.txt) の内容
Python
is
awesome!

🔹 出力
Python\n

📌 ポイント
✔ readline() は、最初の1行だけを取得する！（改行 \n も含まれる！）
✔ 次に readline() を呼び出せば、次の行を取得できる！
✔ 改行を削除したい場合は strip() を使う！

📌 2行目を取得するには？
with open(""test.txt"", ""r"") as file:
    print(file.readline())  # ""Python\n""
    print(file.readline())  # ""is\n""

📌 改行を削除するには？
with open(""test.txt"", ""r"") as file:
    first_line = file.readline().strip()  # `strip()` で改行を削除
print(first_line)

✅ 出力
Python

📌 すべての行をリストで取得したい場合（readlines() を使う）
with open(""test.txt"", ""r"") as file:
    lines = file.readlines()
print(lines)

✅ 出力
[""Python\n"", ""is\n"", ""awesome!""]

❌ readline() はリストを返さないので、[""Python\n""] にはならない！

📌 readlines() と readline() の違い
🔹 readline()
ファイルの最初の1行を「文字列」として取得する
リストではなく、文字列として扱う

🔹 readlines()
ファイル全体の行を「リスト」として取得する
リストの各要素が1行になり、改行 (\n) も含まれる",6,2,
196,"以下のコードを実行すると、出力される値は？
※ test.txt の内容は ""Hello, Python!"" であるとする。

with open(""test.txt"", ""r"") as file:
    file.seek(7)
    content = file.read(5)
print(content)

1️⃣ ""Hello""
2️⃣ ""Pytho""
3️⃣ "", Py""
4️⃣ Error（エラーが発生する）","2️⃣ ""Pytho"" ","🔹 seek(n) メソッドとは？
seek(n) を使うと、ファイルの読み取り位置（カーソル）を n バイト目に移動する ことができます！

""Hello, Python!""
✅ **seek(7) により、ファイルの先頭から 7バイト目（, の位置） に移動！
✅ その位置から read(5) で5文字 ("", Py"") を取得！

 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15
 H  e  l  l  o  ,     P  y  t  h  o  n  !
✅ seek(7) により、7バイト目（, の位置）に移動し、そこから5文字 "", Py"" を取得！

📌 ポイント
✔ seek(n) は、ファイルの読み取り位置を n バイト目に移動する！
✔ read(n) は、そこから n 文字を取得する！
✔ 改行 (\n) も1バイトとしてカウントされるので注意！

📌 tell() で現在の読み取り位置を確認できる
with open(""test.txt"", ""r"") as file:
    print(file.tell())  # 0（ファイルの先頭）
    file.seek(7)
    print(file.tell())  # 7（カーソルの移動後）




",6,2,
197,"以下のコードを実行すると、出力される値は？
※ test.txt の内容は ""Hello, World!"" であるとする。

with open(""test.txt"", ""r+"") as file:
    file.write(""Goodbye"")
    file.seek(0)
    content = file.read()
print(content)

1️⃣ ""Hello, World!""
2️⃣ ""Goodbye, World!""
3️⃣ ""Goodbyeorld!""
4️⃣ Error（エラーが発生する）","3️⃣ ""GoodbyeWorld!""","🔹 r+ モード（読み書き）とは？
r+ モードを使うと、ファイルを「読み書き両方できる状態」で開く ことができます。
しかし、「上書き」されるが、元の文字数が変わらない範囲でしか影響しない という特徴があります！

🔹 コードの流れ
with open(""test.txt"", ""r+"") as file:
    file.write(""Goodbye"")  # 先頭の7文字に ""Goodbye"" を上書き
    file.seek(0)  # ファイルの先頭に戻る
    content = file.read()  # ファイル全体を読み込む
print(content)
✅ 最初に ""Goodbye"" が ""Hello, "" の部分に上書きされる！
✅ seek(0) により、ファイルの先頭から再び読み込み！

🔹 ファイル (test.txt) の内容（元の状態）
　　Hello, World!

 0  1  2  3  4  5  6  7  8  9 10 11 12
 H  e  l  l  o  ,     W  o  r  l  d  !

🔹 write(""Goodbye"") を実行すると？
GoodbyeWorld!
✅ ""Hello, ""（7文字）→ ""Goodbye""（7文字） に上書きされ、""World!"" はそのまま残る！

🔹 出力
GoodbyeWorld!

📌 ポイント
✔ r+ モードは「読み書き両方できる」が、元のデータの長さが変わらない範囲での上書きのみ！
✔ ファイルの先頭から write() すると、その分だけ既存のデータに上書きされる！
✔ 元のデータが ""Hello, World!""（13文字）、新しく書き込む ""Goodbye""（7文字）なので、""World!"" の部分はそのまま残る！

📌 元の内容を完全に書き換えたい場合は w モード（書き込み専用）を使う！
with open(""test.txt"", ""w"") as file:
    file.write(""Goodbye"")
✅ これなら ""Hello, World!"" が完全に消えて、""Goodbye"" だけが残る！

📌 ファイルの内容を最初に消してから r+ を使いたい場合
with open(""test.txt"", ""r+"") as file:
    file.truncate(0)  # ファイルを空にする
    file.write(""Goodbye"")
✅ これなら test.txt の中身を完全に書き換えられる！

",6,2,
198,"以下のコードを実行すると、出力されるのは？

try:
    result = 10 / 0
except ZeroDivisionError:
    print(""ゼロ除算エラーが発生しました！"")

1️⃣ 10 / 0 の結果が表示される
2️⃣ ""ゼロ除算エラーが発生しました！"" が表示される
3️⃣ エラーが発生し、プログラムが停止する
4️⃣ ""except"" ブロックが無視され、何も表示されない","2️⃣ ""ゼロ除算エラーが発生しました！"" が表示される","🔹 try-except とは？
try-except は、エラー（例外）が発生したときに、プログラムが停止しないように処理するための仕組み！

🔹 コードの流れ
try:
    result = 10 / 0  # 🔴 ここで「ゼロ除算エラー」が発生！
except ZeroDivisionError:
    print(""ゼロ除算エラーが発生しました！"")  # ✅ 例外が発生したので、ここが実行される！

✅ 10 / 0 は数学的に定義されていないため、ZeroDivisionError が発生する！
✅ except ZeroDivisionError: が ZeroDivisionError をキャッチするので、エラーメッセージを表示！

🔹 出力
ゼロ除算エラーが発生しました！

📌 ポイント
✔ try ブロックの中でエラーが発生すると、except に処理が移る！
✔ ZeroDivisionError は「ゼロで割ると発生する例外」！
✔ except でエラーを適切に処理することで、プログラムが途中で止まるのを防げる！

📌 例：エラーをキャッチしないとどうなる？
result = 10 / 0  # 例外処理なし
❌ エラーが発生してプログラムがクラッシュ！
ZeroDivisionError: division by zero

📌 異なる例外をキャッチすることもできる！
try:
    x = int(""ABC"")  # ここで ValueError が発生！
except ValueError:
    print(""数値に変換できません！"")

✅ 出力
数値に変換できません！
",7,1,
199,"以下のコードを実行すると、出力されるのは？

try:
    x = int(""ABC"")
except ValueError:
    print(""変換エラーが発生しました！"")

1️⃣ x に ""ABC"" が代入される
2️⃣ ValueError が発生し、プログラムが停止する
3️⃣ ""変換エラーが発生しました！"" が表示される
4️⃣ 何も表示されない","3️⃣ ""変換エラーが発生しました！"" が表示される","🔹 ValueError とは？
ValueError は、データの型（型変換）が正しくない場合に発生するエラー！
例えば、int(""ABC"") のように、数値に変換できない文字列を int() に渡すと ValueError になる。

🔹 コードの流れ
try:
    x = int(""ABC"")  # 🔴 ここで ValueError が発生！
except ValueError:
    print(""変換エラーが発生しました！"")  # ✅ 例外をキャッチしてメッセージを表示！

✅ int(""ABC"") は、文字 ""ABC"" を数値に変換できないため ValueError が発生！
✅ except ValueError: で ValueError をキャッチするので、エラーメッセージを表示！

🔹 出力
変換エラーが発生しました！
✅ 正解は 3️⃣ ""変換エラーが発生しました！"" 🎯

📌 ポイント
✔ int() に数値以外の文字列を渡すと ValueError が発生する！
✔ try-except を使えば、エラーが発生してもプログラムを継続できる！
✔ except ValueError: で、数値変換エラーだけをキャッチできる！

📌 ValueError が発生する例
x = int(""123"")  # ✅ OK（""123"" は整数に変換できる）
y = int(""ABC"")  # ❌ ValueError（""ABC"" は整数に変換できない！）

📌 複数の例外をキャッチする方法
try:
    x = int(""ABC"")
except (ValueError, TypeError):  # 複数の例外をキャッチ可能！
    print(""変換エラーまたは型エラーが発生しました！"")
✅ ValueError や TypeError のどちらが発生しても対応できる！

📌 エラーの詳細メッセージを取得する
try:
    x = int(""ABC"")
except ValueError as e:
    print(f""エラー内容: {e}"")  # エラーメッセージを表示

✅ 出力
エラー内容: invalid literal for int() with base 10: 'ABC'
",7,1,
200,"以下のコードを実行すると、出力されるのは？

try:
    my_list = [1, 2, 3]
    print(my_list[5])
except IndexError:
    print(""インデックスエラーが発生しました！"")

1️⃣ 3 が表示される
2️⃣ IndexError が発生し、プログラムが停止する
3️⃣ ""インデックスエラーが発生しました！"" が表示される
4️⃣ 何も表示されない","3️⃣ ""インデックスエラーが発生しました！"" が表示される","🔹 IndexError とは？
IndexError は、リストやタプルの範囲外のインデックスを指定したときに発生するエラー！
たとえば、長さが3のリストに my_list[5] のような存在しないインデックス を指定すると IndexError になる。

🔹 コードの流れ
try:
    my_list = [1, 2, 3]
    print(my_list[5])  # 🔴 存在しないインデックス → IndexError 発生！
except IndexError:
    print(""インデックスエラーが発生しました！"")  # ✅ 例外をキャッチしてメッセージを表示！

✅ my_list の要素は [1, 2, 3]（インデックス 0, 1, 2）しかない！
✅ my_list[5] は存在しないので IndexError が発生！
✅ except IndexError: により、エラーをキャッチして ""インデックスエラーが発生しました！"" を表示！

🔹 出力
インデックスエラーが発生しました！

📌 ポイント
✔ リストの範囲外のインデックスを指定すると IndexError が発生する！
✔ try-except を使えば、エラーが発生してもプログラムを継続できる！
✔ except IndexError: で IndexError だけをキャッチできる！

📌 IndexError が発生する例
my_list = [10, 20, 30]
print(my_list[3])  # ❌ IndexError（リストの最大インデックスは2）

📌 エラーを防ぐ方法
my_list = [10, 20, 30]
index = 3

if index < len(my_list):  # インデックスが範囲内か確認
    print(my_list[index])
else:
    print(""無効なインデックスです！"")
✅ リストの長さ len(my_list) を使って範囲チェックすればエラーを防げる！

📌 エラーの詳細メッセージを取得する
try:
    my_list = [1, 2, 3]
    print(my_list[5])
except IndexError as e:
    print(f""エラー内容: {e}"")  # エラーメッセージを表示

✅ 出力
エラー内容: list index out of range

✅ list index out of range というメッセージで、範囲外のアクセスだと分かる！

",7,1,
201,"以下のコードを実行すると、出力されるのは？

try:
    x = ""hello"" + 5
except TypeError:
    print(""型エラーが発生しました！"")

1️⃣ ""hello5"" が表示される
2️⃣ TypeError が発生し、プログラムが停止する
3️⃣ ""型エラーが発生しました！"" が表示される
4️⃣ 何も表示されない","3️⃣ ""型エラーが発生しました！"" が表示される","🔹 TypeError とは？
TypeError は、異なるデータ型を不適切に扱ったときに発生するエラー！
たとえば、文字列 (str) と整数 (int) を直接 + で結合しようとすると TypeError になる！

🔹 コードの流れ
try:
    x = ""hello"" + 5  # 🔴 異なる型を + で結合 → TypeError 発生！
except TypeError:
    print(""型エラーが発生しました！"")  # ✅ 例外をキャッチしてメッセージを表示！

✅ ""hello"" は str（文字列）で、5 は int（整数）！
✅ str + int は許可されていないため TypeError が発生！
✅ except TypeError: で TypeError をキャッチし、 ""型エラーが発生しました！"" を表示！

🔹 出力
型エラーが発生しました！

📌 ポイント
✔ 異なる型（str と int など）を + で結合すると TypeError が発生する！
✔ try-except を使えば、エラーが発生してもプログラムを継続できる！
✔ except TypeError: で TypeError だけをキャッチできる！

📌 正しく結合する方法
x = ""hello"" + str(5)  # ✅ int を str に変換
print(x)  # hello5
✅ 文字列に変換すれば TypeError は発生しない！

📌 エラーの詳細メッセージを取得する
try:
    x = ""hello"" + 5
except TypeError as e:
    print(f""エラー内容: {e}"")  # エラーメッセージを表示

✅ 出力
エラー内容: can only concatenate str (not ""int"") to str

✅ 「int を str に連結できない！」と明示されている！

📌 isinstance() を使って型をチェック
x = ""hello""
y = 5

if isinstance(y, str):  # y が文字列かチェック
    result = x + y
else:
    result = x + str(y)  # 型変換を行う
print(result)

✅ こうすれば TypeError を未然に防げる！

",7,1,
202,"以下のコードを実行すると、出力されるのは？

try:
    my_dict = {""a"": 1, ""b"": 2}
    print(my_dict[""c""])
except KeyError:
    print(""キーエラーが発生しました！"")

1️⃣ None が表示される
2️⃣ KeyError が発生し、プログラムが停止する
3️⃣ ""キーエラーが発生しました！"" が表示される
4️⃣ 0 が表示される","3️⃣ ""キーエラーが発生しました！"" が表示される","🔹 KeyError とは？
KeyError は、辞書（dict）で存在しないキーを指定したときに発生するエラー！
たとえば、辞書に ""c"" というキーが存在しないのに my_dict[""c""] を実行すると KeyError になる。

🔹 コードの流れ
try:
    my_dict = {""a"": 1, ""b"": 2}
    print(my_dict[""c""])  # 🔴 ""c"" は辞書にないので KeyError 発生！
except KeyError:
    print(""キーエラーが発生しました！"")  # ✅ 例外をキャッチしてメッセージを表示！

✅ 辞書 my_dict には ""a"" と ""b"" しかない！
✅ my_dict[""c""] は存在しないキーを参照するので KeyError が発生！
✅ except KeyError: で KeyError をキャッチし、 ""キーエラーが発生しました！"" を表示！

🔹 出力
キーエラーが発生しました！

📌 ポイント
✔ 辞書で存在しないキーを参照すると KeyError が発生する！
✔ try-except を使えば、エラーが発生してもプログラムを継続できる！
✔ except KeyError: で KeyError だけをキャッチできる！

📌 KeyError が発生する例
my_dict = {""x"": 10, ""y"": 20}
print(my_dict[""z""])  # ❌ ""z"" は辞書にないので KeyError 発生！

📌 get() を使ってエラーを防ぐ
my_dict = {""x"": 10, ""y"": 20}
value = my_dict.get(""z"", ""キーが存在しません"")  # 🔹 get() なら KeyError を防げる！
print(value)

✅ 出力
キーが存在しません

✅ get(""キー"", デフォルト値) を使えば、キーが存在しない場合でもデフォルト値を返せる！

📌 エラーの詳細メッセージを取得
try:
    my_dict = {""a"": 1, ""b"": 2}
    print(my_dict[""c""])
except KeyError as e:
    print(f""エラー内容: {e}"")  # エラーメッセージを表示

✅ 出力
エラー内容: 'c'

✅ 'c' というキーがないことが分かる！

",7,1,
203,"以下のコードを実行すると、出力されるのは？

try:
    num_list = [1, 2, 3]
    for i in range(5):
        print(num_list[i])
except IndexError:
    print(""リストの範囲外にアクセスしました！"")

1️⃣ 1 2 3 が表示される
2️⃣ 1 2 3 が表示され、その後 ""リストの範囲外にアクセスしました！"" が表示される
3️⃣ IndexError が発生し、プログラムが停止する
4️⃣ 何も表示されない","2️⃣ 1 2 3 が表示され、その後 ""リストの範囲外にアクセスしました！"" が表示される","🔹 このコードのポイント

for i in range(5): で i が 0 から 4 まで変化する
num_list = [1, 2, 3] なので、リストの範囲は 0, 1, 2 のみ（3要素）
i = 3 になると num_list[3] が 存在しないため IndexError が発生！
try-except によって、エラーメッセージが表示される！
🔹 コードの流れ
try:
    num_list = [1, 2, 3]
    for i in range(5):  # 🔹 i は 0, 1, 2, 3, 4 の順に変化
        print(num_list[i])  # 🔴 i = 3 で IndexError が発生！
except IndexError:
    print(""リストの範囲外にアクセスしました！"")  # ✅ 例外をキャッチしてメッセージを表示！

✅ i = 0, 1, 2 のときは問題なくリストの要素が表示される！
✅ i = 3 で num_list[3] にアクセスしようとして IndexError が発生！
✅ エラーをキャッチし ""リストの範囲外にアクセスしました！"" が表示！

🔹 出力
1
2
3
リストの範囲外にアクセスしました！

📌 ポイント
✔ for ループが try ブロック内にある場合、途中でエラーが発生すると except に処理が移る！
✔ IndexError は「リストの範囲外」にアクセスすると発生する！
✔ エラーをキャッチすれば、プログラムが途中で止まらず、適切なエラーメッセージを表示できる！

📌 安全な方法（len() を使う）
num_list = [1, 2, 3]
for i in range(len(num_list)):  # ✅ リストの長さに基づいてループ
    print(num_list[i])

✅ これなら IndexError は発生しない！

📌 エラーの詳細メッセージを取得
try:
    num_list = [1, 2, 3]
    for i in range(5):
        print(num_list[i])
except IndexError as e:
    print(f""エラー内容: {e}"")  # エラーメッセージを表示

✅ 出力
1
2
3
エラー内容: list index out of range

✅ 「list index out of range」で範囲外アクセスだと分かる！

",7,2,
204,"以下のコードを実行すると、出力されるのは？

try:
    raise ValueError(""無効な値です！"")
except ValueError as e:
    print(f""エラーが発生しました: {e}"")

1️⃣ ""エラーが発生しました: 無効な値です！"" が表示される
2️⃣ ValueError が発生し、プログラムが停止する
3️⃣ 何も表示されない
4️⃣ ""無効な値です！"" のみが表示される","1️⃣ ""エラーが発生しました: 無効な値です！"" が表示される","🔹 raise とは？
raise は、プログラムの中で意図的に例外（エラー）を発生させるときに使う！
たとえば、入力値が不正な場合などに、raise を使ってエラーを発生させることができる。

🔹 コードの流れ
try:
    raise ValueError(""無効な値です！"")  # 🔴 ここで ValueError を意図的に発生！
except ValueError as e:
    print(f""エラーが発生しました: {e}"")  # ✅ 例外をキャッチしてメッセージを表示！

✅ raise ValueError(""無効な値です！"") により ValueError が発生！
✅ except ValueError as e: で ValueError をキャッチ！
✅ エラーメッセージ ""無効な値です！"" を変数 e に格納し、メッセージを表示！

🔹 出力
エラーが発生しました: 無効な値です！

📌 ポイント
✔ raise を使うと、意図的に例外を発生させることができる！
✔ except で as e を使うと、エラーメッセージを取得できる！
✔ エラーメッセージを表示すれば、問題の原因を特定しやすくなる！

📌 raise を使うケース
def check_age(age):
    if age < 0:
        raise ValueError(""年齢は0以上である必要があります！"")
    print(f""年齢: {age}"")

try:
    check_age(-5)
except ValueError as e:
    print(f""エラーが発生しました: {e}"")

✅ 出力
エラーが発生しました: 年齢は0以上である必要があります！

✅ raise を使えば、条件に応じて適切なエラーを発生させられる！

📌 エラーの詳細メッセージを取得
try:
    raise TypeError(""型が正しくありません！"")
except TypeError as e:
    print(f""エラー内容: {e}"")

✅ 出力
エラー内容: 型が正しくありません！

✅ エラーの種類を適切に指定すれば、バグの原因が分かりやすくなる！

",7,2,
205,"以下のコードを実行すると、出力されるのは？
try:
    x = 10 / 2
finally:
    print(""処理が終了しました。"")

1️⃣ ""処理が終了しました。"" のみが表示される
2️⃣ 5.0 のみが表示される
3️⃣ 5.0 が表示された後 ""処理が終了しました。"" が表示される
4️⃣ エラーが発生し、プログラムが停止する","3️⃣ 5.0 が表示された後 ""処理が終了しました。"" が表示される","🔹 finally とは？
finally ブロックは、try の中でエラーが発生したかどうかに関係なく、必ず実行される処理！
try-except-finally の構造 では、finally は最後に実行される。

🔹 コードの流れ
try:
    x = 10 / 2  # ✅ ここはエラーなく実行される（x = 5.0）
finally:
    print(""処理が終了しました。"")  # ✅ `finally` は必ず実行される

✅ 10 / 2 は正常な計算なので x = 5.0 が出力される！
✅ finally: の中の print(""処理が終了しました。"") は必ず実行される！

🔹 出力
5.0
処理が終了しました。

📌 ポイント
✔ finally は、エラーが発生しても発生しなくても、必ず実行される！
✔ ファイルの後処理やリソースの解放などに finally を使う！
✔ try-finally だけでも使える！（except は省略可能！）

📌 finally の実用例（ファイルを開いたら必ず閉じる）
try:
    file = open(""data.txt"", ""r"")
    content = file.read()
finally:
    file.close()  # ✅ `finally` で必ずファイルを閉じる！

✅ エラーが発生しても file.close() は必ず実行される！

📌 エラーが発生する場合
try:
    x = 10 / 0  # ❌ ZeroDivisionError 発生！
finally:
    print(""処理が終了しました。"")  # ✅ それでも `finally` は実行される！

✅ 出力
処理が終了しました。
Traceback (most recent call last):
  File ""main.py"", line 2, in <module>
    x = 10 / 0
ZeroDivisionError: division by zero

✅ finally は実行されるが、エラーがキャッチされないとプログラムは停止する！

",7,2,
206,"以下のコードを実行すると、出力されるのは？

try:
    x = int(""42"")
except ValueError:
    print(""変換エラーが発生しました！"")
else:
    print(""正常に変換できました！"")

1️⃣ ""変換エラーが発生しました！"" が表示される
2️⃣ ""正常に変換できました！"" が表示される
3️⃣ 42 が表示される
4️⃣ エラーが発生し、プログラムが停止する","2️⃣ ""正常に変換できました！"" が表示される","🔹 else は、try ブロック内の処理が成功した場合に実行される！
try-except-else の構造 を使うと、エラーが発生しなかった場合の処理を明示的に指定できる！

🔹 コードの流れ

try:
    x = int(""42"")  # ✅ ""42"" は数値に変換できる！（エラーなし）
except ValueError:
    print(""変換エラーが発生しました！"")  # ❌ エラーが発生しないので実行されない
else:
    print(""正常に変換できました！"")  # ✅ try が成功したので実行される！

✅ int(""42"") は正常に実行され、エラー (ValueError) は発生しない！
✅ except ブロックはスキップされ、else ブロックが実行される！

🔹 出力
正常に変換できました！


📌 ポイント
✔ else は try 内の処理が成功した場合にのみ実行される！
✔ エラーが発生すると else は実行されず、except に処理が移る！
✔ try-except-else を使うと、エラーがない場合の処理を明確に分けられる！

📌 エラーが発生する場合
try:
    x = int(""abc"")  # ❌ ""abc"" は数値に変換できない！
except ValueError:
    print(""変換エラーが発生しました！"")  # ✅ 例外が発生したので実行！
else:
    print(""正常に変換できました！"")  # ❌ ここはスキップされる！

✅ 出力
変換エラーが発生しました！

✅ エラーが発生すると else は実行されない！

📌 else の実用例
try:
    file = open(""data.txt"", ""r"")
except FileNotFoundError:
    print(""ファイルが見つかりません！"")
else:
    print(""ファイルが正常に開けました！"")
    file.close()  # ✅ ファイルを閉じる処理

✅ エラーがなければ else で後処理を行うことができる！

",7,2,
